2026-01-28T09:31:55.724377390Z I0128 09:31:55.712187       1 cmd.go:253] Using service-serving-cert provided certificates
2026-01-28T09:33:07.936749981Z I0128 09:33:07.934461       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"d8417fba-73ea-4ead-a4e0-c7eb3496e113", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'ConfigMapUpdated' Updated ConfigMap/etcd-pod -n openshift-etcd:
2026-01-28T09:33:07.936749981Z cause by changes in data.pod.yaml
2026-01-28T09:33:07.939996414Z I0128 09:33:07.939865       1 prune_controller.go:277] Nothing to prune
2026-01-28T09:33:08.327720685Z I0128 09:33:08.327662       1 request.go:752] "Waited before sending request" delay="1.993785809s" reason="client-side throttling, not priority and fairness" verb="GET" URL="https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/etcd-scripts"
2026-01-28T09:33:09.334667848Z I0128 09:33:09.333541       1 prune_controller.go:277] Nothing to prune
2026-01-28T09:33:09.334907720Z I0128 09:33:09.334881       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"d8417fba-73ea-4ead-a4e0-c7eb3496e113", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'ConfigMapCreated' Created ConfigMap/etcd-all-bundles-2 -n openshift-etcd because it was missing
2026-01-28T09:33:09.527150645Z I0128 09:33:09.527109       1 request.go:752] "Waited before sending request" delay="1.995972828s" reason="client-side throttling, not priority and fairness" verb="GET" URL="https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/configmaps/etcd-endpoints"
2026-01-28T09:33:10.529236444Z E0128 09:33:10.529183       1 guard_controller.go:310] Missing operand on node ip-10-0-108-54.us-west-1.compute.internal
2026-01-28T09:33:10.529236444Z E0128 09:33:10.529218       1 guard_controller.go:310] Missing operand on node ip-10-0-3-203.us-west-1.compute.internal
2026-01-28T09:33:10.530300067Z E0128 09:33:10.530264       1 base_controller.go:279] "Unhandled Error" err="GuardController reconciliation failed: [Missing operand on node ip-10-0-108-54.us-west-1.compute.internal, Missing operand on node ip-10-0-3-203.us-west-1.compute.internal]"
2026-01-28T09:33:10.726790094Z I0128 09:33:10.726739       1 request.go:752] "Waited before sending request" delay="1.796965335s" reason="client-side throttling, not priority and fairness" verb="GET" URL="https://172.30.0.1:443/api/v1/namespaces/openshift-etcd/pods/installer-1-ip-10-0-108-54.us-west-1.compute.internal"
2026-01-28T09:33:10.728973743Z I0128 09:33:10.728949       1 installer_controller.go:550] "ip-10-0-108-54.us-west-1.compute.internal" is in transition to 1, but has not made progress because installer is not finished, but in Running phase
2026-01-28T09:33:11.136568689Z I0128 09:33:11.134613       1 event.go:377] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"d8417fba-73ea-4ead-a4e0-c7eb3496e113", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'SecretCreated' Created Secret/etcd-all-certs-2 -n openshift-etcd because it was missing
