2026-01-28T09:32:40.546841693Z I0128 09:32:40.546700       1 start.go:21] ClusterVersionOperator v1.0.0-1471-gbe040334-dirty
2026-01-28T09:43:38.532303874Z I0128 09:43:38.532257       1 sync_worker.go:1056] Done syncing for rolebinding "openshift-config-managed/console-operator" (603 of 959)
2026-01-28T09:43:38.532303874Z I0128 09:43:38.532290       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.532353647Z I0128 09:43:38.532298       1 sync_worker.go:1041] Running sync for rolebinding "openshift-config-managed/console-public" (604 of 959)
2026-01-28T09:43:38.557300210Z I0128 09:43:38.557261       1 sync_worker.go:1056] Done syncing for flowschema "openshift-monitoring-metrics" (123 of 959)
2026-01-28T09:43:38.557300210Z I0128 09:43:38.557290       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.557355623Z I0128 09:43:38.557297       1 sync_worker.go:1041] Running sync for flowschema "openshift-kube-apiserver-operator" (124 of 959)
2026-01-28T09:43:38.580280196Z I0128 09:43:38.580250       1 sync_worker.go:1056] Done syncing for configmap "openshift-machine-config-operator/machine-config-operator-images" (824 of 959)
2026-01-28T09:43:38.580280196Z I0128 09:43:38.580273       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.580321008Z I0128 09:43:38.580281       1 sync_worker.go:1041] Running sync for deployment "openshift-machine-config-operator/machine-config-operator" (825 of 959)
2026-01-28T09:43:38.607619208Z I0128 09:43:38.607585       1 sync_worker.go:1056] Done syncing for credentialsrequest "openshift-cloud-credential-operator/openshift-ibm-cloud-controller-manager" (181 of 959)
2026-01-28T09:43:38.607619208Z I0128 09:43:38.607607       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.607662871Z I0128 09:43:38.607615       1 sync_worker.go:1041] Running sync for credentialsrequest "openshift-cloud-credential-operator/openshift-powervs-cloud-controller-manager" (182 of 959)
2026-01-28T09:43:38.630601894Z I0128 09:43:38.630552       1 sync_worker.go:1056] Done syncing for clusterrole "aggregate-olm-view" (719 of 959)
2026-01-28T09:43:38.630601894Z I0128 09:43:38.630591       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.630632745Z I0128 09:43:38.630599       1 sync_worker.go:1041] Running sync for operatorgroup "openshift-operators/global-operators" (720 of 959)
2026-01-28T09:43:38.655533186Z I0128 09:43:38.655502       1 sync_worker.go:1056] Done syncing for service "openshift-insights/exporter" (679 of 959)
2026-01-28T09:43:38.655533186Z I0128 09:43:38.655520       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.655533186Z I0128 09:43:38.655525       1 sync_worker.go:1041] Running sync for daemonset "openshift-insights/insights-runtime-extractor" (680 of 959)
2026-01-28T09:43:38.682926902Z I0128 09:43:38.682813       1 sync_worker.go:1056] Done syncing for clusterrole "machine-api-operator:cluster-reader" (234 of 959)
2026-01-28T09:43:38.682926902Z I0128 09:43:38.682842       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.682926902Z I0128 09:43:38.682849       1 sync_worker.go:1041] Running sync for securitycontextconstraints "machine-api-termination-handler" (235 of 959)
2026-01-28T09:43:38.706167420Z I0128 09:43:38.706109       1 sync_worker.go:1056] Done syncing for clusterrole "openshift-csi-main-snapshotter-role" (560 of 959)
2026-01-28T09:43:38.706167420Z I0128 09:43:38.706138       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.706167420Z I0128 09:43:38.706146       1 sync_worker.go:1041] Running sync for deployment "openshift-cluster-storage-operator/cluster-storage-operator" (561 of 959)
2026-01-28T09:43:38.731830089Z I0128 09:43:38.731793       1 sync_worker.go:1056] Done syncing for rolebinding "openshift-config-managed/console-public" (604 of 959)
2026-01-28T09:43:38.731830089Z I0128 09:43:38.731818       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.731860281Z I0128 09:43:38.731826       1 sync_worker.go:1041] Running sync for rolebinding "openshift-config/console-operator" (605 of 959)
2026-01-28T09:43:38.758838826Z I0128 09:43:38.758798       1 sync_worker.go:1056] Done syncing for flowschema "openshift-kube-apiserver-operator" (124 of 959)
2026-01-28T09:43:38.782718346Z I0128 09:43:38.782672       1 sync_worker.go:1056] Done syncing for deployment "openshift-machine-config-operator/machine-config-operator" (825 of 959)
2026-01-28T09:43:38.782718346Z I0128 09:43:38.782698       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.782718346Z I0128 09:43:38.782703       1 sync_worker.go:1041] Running sync for configmap "openshift-machine-config-operator/kube-rbac-proxy" (826 of 959)
2026-01-28T09:43:38.808429547Z I0128 09:43:38.807910       1 sync_worker.go:1056] Done syncing for credentialsrequest "openshift-cloud-credential-operator/openshift-powervs-cloud-controller-manager" (182 of 959)
2026-01-28T09:43:38.808429547Z I0128 09:43:38.807946       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.808429547Z I0128 09:43:38.807954       1 sync_worker.go:1041] Running sync for credentialsrequest "openshift-cloud-credential-operator/openshift-gcp-ccm" (183 of 959)
2026-01-28T09:43:38.832469165Z I0128 09:43:38.832424       1 sync_worker.go:1056] Done syncing for operatorgroup "openshift-operators/global-operators" (720 of 959)
2026-01-28T09:43:38.832469165Z I0128 09:43:38.832452       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.832469165Z I0128 09:43:38.832460       1 sync_worker.go:1041] Running sync for operatorgroup "openshift-operator-lifecycle-manager/olm-operators" (721 of 959)
2026-01-28T09:43:38.857346336Z I0128 09:43:38.857308       1 sync_worker.go:1056] Done syncing for daemonset "openshift-insights/insights-runtime-extractor" (680 of 959)
2026-01-28T09:43:38.882435036Z I0128 09:43:38.882395       1 sync_worker.go:1056] Done syncing for securitycontextconstraints "machine-api-termination-handler" (235 of 959)
2026-01-28T09:43:38.882435036Z I0128 09:43:38.882423       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.882468968Z I0128 09:43:38.882430       1 sync_worker.go:1041] Running sync for configmap "openshift-machine-api/kube-rbac-proxy" (236 of 959)
2026-01-28T09:43:38.905671414Z I0128 09:43:38.905636       1 sync_worker.go:1056] Done syncing for deployment "openshift-cluster-storage-operator/cluster-storage-operator" (561 of 959)
2026-01-28T09:43:38.905671414Z I0128 09:43:38.905660       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.905702076Z I0128 09:43:38.905667       1 sync_worker.go:1041] Running sync for clusteroperator "storage" (562 of 959)
2026-01-28T09:43:38.905837333Z I0128 09:43:38.905810       1 sync_worker.go:1056] Done syncing for clusteroperator "storage" (562 of 959)
2026-01-28T09:43:38.905837333Z I0128 09:43:38.905822       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.905837333Z I0128 09:43:38.905828       1 sync_worker.go:1041] Running sync for prometheusrule "openshift-cluster-storage-operator/prometheus" (563 of 959)
2026-01-28T09:43:38.930357924Z I0128 09:43:38.930327       1 sync_worker.go:1056] Done syncing for rolebinding "openshift-config/console-operator" (605 of 959)
2026-01-28T09:43:38.930357924Z I0128 09:43:38.930350       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.930389926Z I0128 09:43:38.930358       1 sync_worker.go:1041] Running sync for rolebinding "openshift-monitoring/console-operator" (606 of 959)
2026-01-28T09:43:38.983200438Z I0128 09:43:38.983159       1 sync_worker.go:1056] Done syncing for credentialsrequest "openshift-cloud-credential-operator/openshift-gcp-ccm" (183 of 959)
2026-01-28T09:43:38.983200438Z I0128 09:43:38.983187       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:38.983200438Z I0128 09:43:38.983192       1 sync_worker.go:1041] Running sync for credentialsrequest "openshift-cloud-credential-operator/openshift-vsphere-cloud-controller-manager" (184 of 959)
2026-01-28T09:43:39.006346802Z I0128 09:43:39.006314       1 sync_worker.go:1056] Done syncing for operatorgroup "openshift-operator-lifecycle-manager/olm-operators" (721 of 959)
2026-01-28T09:43:39.006346802Z I0128 09:43:39.006337       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.006378834Z I0128 09:43:39.006342       1 sync_worker.go:1041] Running sync for role "openshift/copied-csv-viewer" (722 of 959)
2026-01-28T09:43:39.033320987Z I0128 09:43:39.033279       1 sync_worker.go:1056] Done syncing for configmap "openshift-machine-api/kube-rbac-proxy" (236 of 959)
2026-01-28T09:43:39.033389360Z I0128 09:43:39.033375       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.033471794Z I0128 09:43:39.033413       1 sync_worker.go:1041] Running sync for clusterrole "machine-api-controllers-metal3-remediation-aggregation" (237 of 959)
2026-01-28T09:43:39.058627748Z I0128 09:43:39.058589       1 sync_worker.go:1056] Done syncing for prometheusrule "openshift-cluster-storage-operator/prometheus" (563 of 959)
2026-01-28T09:43:39.058627748Z I0128 09:43:39.058611       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.058659159Z I0128 09:43:39.058616       1 sync_worker.go:1041] Running sync for validatingadmissionpolicy "openshift-storage-policy-validation" (564 of 959)
2026-01-28T09:43:39.081455886Z I0128 09:43:39.081415       1 sync_worker.go:1056] Done syncing for rolebinding "openshift-monitoring/console-operator" (606 of 959)
2026-01-28T09:43:39.081527469Z I0128 09:43:39.081498       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.081527469Z I0128 09:43:39.081511       1 sync_worker.go:1041] Running sync for rolebinding "kube-system/console-operator" (607 of 959)
2026-01-28T09:43:39.086949580Z I0128 09:43:39.086921       1 metrics.go:622] ClusterOperator monitoring is not setting the 'operator' version
2026-01-28T09:43:39.086949580Z I0128 09:43:39.086942       1 metrics.go:637] skipping metrics for monitoring ClusterOperator condition Available=Unknown (neither True nor False)
2026-01-28T09:43:39.086977491Z I0128 09:43:39.086953       1 metrics.go:637] skipping metrics for monitoring ClusterOperator condition Degraded=Unknown (neither True nor False)
2026-01-28T09:43:39.086977491Z I0128 09:43:39.086966       1 metrics.go:637] skipping metrics for monitoring ClusterOperator condition Upgradeable=Unknown (neither True nor False)
2026-01-28T09:43:39.086977491Z I0128 09:43:39.086971       1 metrics.go:622] ClusterOperator openshift-controller-manager is not setting the 'operator' version
2026-01-28T09:43:39.087002552Z I0128 09:43:39.086991       1 metrics.go:637] skipping metrics for kube-controller-manager ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087014153Z I0128 09:43:39.087002       1 metrics.go:637] skipping metrics for storage ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087062195Z I0128 09:43:39.087017       1 metrics.go:637] skipping metrics for kube-scheduler ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087062195Z I0128 09:43:39.087057       1 metrics.go:637] skipping metrics for etcd ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087088957Z I0128 09:43:39.087064       1 metrics.go:637] skipping metrics for openshift-apiserver ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087088957Z I0128 09:43:39.087071       1 metrics.go:637] skipping metrics for config-operator ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087107408Z I0128 09:43:39.087086       1 metrics.go:637] skipping metrics for csi-snapshot-controller ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087107408Z I0128 09:43:39.087101       1 metrics.go:637] skipping metrics for authentication ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087139309Z I0128 09:43:39.087120       1 metrics.go:637] skipping metrics for service-ca ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087218553Z I0128 09:43:39.087183       1 metrics.go:637] skipping metrics for olm ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087218553Z I0128 09:43:39.087207       1 metrics.go:637] skipping metrics for kube-storage-version-migrator ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.087240914Z I0128 09:43:39.087225       1 metrics.go:637] skipping metrics for console ClusterOperator condition Available=Unknown (neither True nor False)
2026-01-28T09:43:39.087240914Z I0128 09:43:39.087233       1 metrics.go:637] skipping metrics for console ClusterOperator condition EvaluationConditionsDetected=Unknown (neither True nor False)
2026-01-28T09:43:39.108625470Z I0128 09:43:39.108582       1 sync_worker.go:1056] Done syncing for configmap "openshift-machine-config-operator/kube-rbac-proxy" (826 of 959)
2026-01-28T09:43:39.108625470Z I0128 09:43:39.108611       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.108654671Z I0128 09:43:39.108638       1 sync_worker.go:1041] Running sync for configmap "openshift-machine-config-operator/machine-config-osimageurl" (827 of 959)
2026-01-28T09:43:39.133770243Z I0128 09:43:39.133713       1 sync_worker.go:1056] Done syncing for credentialsrequest "openshift-cloud-credential-operator/openshift-vsphere-cloud-controller-manager" (184 of 959)
2026-01-28T09:43:39.133770243Z I0128 09:43:39.133739       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.133770243Z I0128 09:43:39.133747       1 sync_worker.go:1041] Running sync for credentialsrequest "openshift-cloud-credential-operator/openshift-nutanix-cloud-controller-manager" (185 of 959)
2026-01-28T09:43:39.155892276Z I0128 09:43:39.155857       1 sync_worker.go:1056] Done syncing for role "openshift/copied-csv-viewer" (722 of 959)
2026-01-28T09:43:39.155892276Z I0128 09:43:39.155883       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.155925808Z I0128 09:43:39.155888       1 sync_worker.go:1041] Running sync for rolebinding "openshift/copied-csv-viewers" (723 of 959)
2026-01-28T09:43:39.180570036Z I0128 09:43:39.180517       1 sync_worker.go:1056] Done syncing for clusterrole "machine-api-controllers-metal3-remediation-aggregation" (237 of 959)
2026-01-28T09:43:39.180570036Z I0128 09:43:39.180561       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.180600977Z I0128 09:43:39.180569       1 sync_worker.go:1041] Running sync for clusterrole "machine-api-controllers-metal3-remediation" (238 of 959)
2026-01-28T09:43:39.231502225Z I0128 09:43:39.231449       1 sync_worker.go:1056] Done syncing for rolebinding "kube-system/console-operator" (607 of 959)
2026-01-28T09:43:39.231502225Z I0128 09:43:39.231482       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.231502225Z I0128 09:43:39.231489       1 sync_worker.go:1041] Running sync for rolebinding "openshift-config-managed/console-configmap-reader" (608 of 959)
2026-01-28T09:43:39.255643428Z I0128 09:43:39.255590       1 sync_worker.go:1056] Done syncing for configmap "openshift-machine-config-operator/machine-config-osimageurl" (827 of 959)
2026-01-28T09:43:39.255643428Z I0128 09:43:39.255620       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.255643428Z I0128 09:43:39.255628       1 sync_worker.go:1041] Running sync for clusteroperator "machine-config" (828 of 959)
2026-01-28T09:43:39.255810586Z I0128 09:43:39.255786       1 sync_worker.go:1056] Done syncing for clusteroperator "machine-config" (828 of 959)
2026-01-28T09:43:39.285563269Z I0128 09:43:39.285511       1 sync_worker.go:1056] Done syncing for credentialsrequest "openshift-cloud-credential-operator/openshift-nutanix-cloud-controller-manager" (185 of 959)
2026-01-28T09:43:39.306723254Z I0128 09:43:39.306687       1 sync_worker.go:1056] Done syncing for rolebinding "openshift/copied-csv-viewers" (723 of 959)
2026-01-28T09:43:39.306723254Z I0128 09:43:39.306713       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.306750905Z I0128 09:43:39.306721       1 sync_worker.go:1041] Running sync for clusteroperator "operator-lifecycle-manager" (724 of 959)
2026-01-28T09:43:39.306932284Z I0128 09:43:39.306878       1 sync_worker.go:1056] Done syncing for clusteroperator "operator-lifecycle-manager" (724 of 959)
2026-01-28T09:43:39.306932284Z I0128 09:43:39.306920       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.306956726Z I0128 09:43:39.306927       1 sync_worker.go:1041] Running sync for clusteroperator "operator-lifecycle-manager-catalog" (725 of 959)
2026-01-28T09:43:39.307113553Z I0128 09:43:39.307086       1 sync_worker.go:1056] Done syncing for clusteroperator "operator-lifecycle-manager-catalog" (725 of 959)
2026-01-28T09:43:39.307113553Z I0128 09:43:39.307102       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.307141085Z I0128 09:43:39.307108       1 sync_worker.go:1041] Running sync for clusteroperator "operator-lifecycle-manager-packageserver" (726 of 959)
2026-01-28T09:43:39.307241870Z I0128 09:43:39.307214       1 sync_worker.go:1056] Done syncing for clusteroperator "operator-lifecycle-manager-packageserver" (726 of 959)
2026-01-28T09:43:39.332347841Z I0128 09:43:39.332289       1 sync_worker.go:1056] Done syncing for clusterrole "machine-api-controllers-metal3-remediation" (238 of 959)
2026-01-28T09:43:39.332347841Z I0128 09:43:39.332309       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.332347841Z I0128 09:43:39.332314       1 sync_worker.go:1041] Running sync for clusterrolebinding "machine-api-controllers-baremetal" (239 of 959)
2026-01-28T09:43:39.367094273Z I0128 09:43:39.367050       1 sync_worker.go:1056] Done syncing for validatingadmissionpolicy "openshift-storage-policy-validation" (564 of 959)
2026-01-28T09:43:39.367094273Z I0128 09:43:39.367089       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.367139005Z I0128 09:43:39.367097       1 sync_worker.go:1041] Running sync for validatingadmissionpolicybinding "openshift-storage-policy-validation-binding" (565 of 959)
2026-01-28T09:43:39.380239048Z I0128 09:43:39.380211       1 sync_worker.go:1056] Done syncing for rolebinding "openshift-config-managed/console-configmap-reader" (608 of 959)
2026-01-28T09:43:39.380239048Z I0128 09:43:39.380230       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.380290461Z I0128 09:43:39.380235       1 sync_worker.go:1041] Running sync for rolebinding "kube-system/console" (609 of 959)
2026-01-28T09:43:39.411255554Z I0128 09:43:39.411204       1 sync_worker.go:1056] Done syncing for clusterrolebinding "machine-api-controllers-baremetal" (239 of 959)
2026-01-28T09:43:39.411255554Z I0128 09:43:39.411240       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.411255554Z I0128 09:43:39.411247       1 sync_worker.go:1041] Running sync for service "openshift-machine-api/machine-api-operator" (240 of 959)
2026-01-28T09:43:39.455206375Z I0128 09:43:39.455154       1 sync_worker.go:1056] Done syncing for rolebinding "kube-system/console" (609 of 959)
2026-01-28T09:43:39.455206375Z I0128 09:43:39.455179       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.455206375Z I0128 09:43:39.455188       1 sync_worker.go:1041] Running sync for configmap "openshift-console-operator/console-operator-config" (610 of 959)
2026-01-28T09:43:39.480974809Z I0128 09:43:39.480934       1 sync_worker.go:1056] Done syncing for service "openshift-machine-api/machine-api-operator" (240 of 959)
2026-01-28T09:43:39.480974809Z I0128 09:43:39.480960       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.481044483Z I0128 09:43:39.480968       1 sync_worker.go:1041] Running sync for service "openshift-machine-api/machine-api-controllers" (241 of 959)
2026-01-28T09:43:39.507485041Z I0128 09:43:39.507434       1 sync_worker.go:1056] Done syncing for validatingadmissionpolicybinding "openshift-storage-policy-validation-binding" (565 of 959)
2026-01-28T09:43:39.532134489Z I0128 09:43:39.532083       1 sync_worker.go:1056] Done syncing for configmap "openshift-console-operator/console-operator-config" (610 of 959)
2026-01-28T09:43:39.532134489Z I0128 09:43:39.532112       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.532134489Z I0128 09:43:39.532120       1 sync_worker.go:1041] Running sync for service "openshift-console-operator/metrics" (611 of 959)
2026-01-28T09:43:39.555930965Z I0128 09:43:39.555897       1 sync_worker.go:1056] Done syncing for service "openshift-machine-api/machine-api-controllers" (241 of 959)
2026-01-28T09:43:39.555930965Z I0128 09:43:39.555921       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.555964197Z I0128 09:43:39.555928       1 sync_worker.go:1041] Running sync for deployment "openshift-machine-api/machine-api-operator" (242 of 959)
2026-01-28T09:43:39.581587914Z I0128 09:43:39.581537       1 sync_worker.go:1056] Done syncing for service "openshift-console-operator/metrics" (611 of 959)
2026-01-28T09:43:39.581587914Z I0128 09:43:39.581565       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.581645337Z I0128 09:43:39.581574       1 sync_worker.go:1041] Running sync for configmap "openshift-console-operator/telemetry-config" (612 of 959)
2026-01-28T09:43:39.607168399Z I0128 09:43:39.607134       1 sync_worker.go:1056] Done syncing for deployment "openshift-machine-api/machine-api-operator" (242 of 959)
2026-01-28T09:43:39.607230682Z I0128 09:43:39.607218       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.607265634Z I0128 09:43:39.607250       1 sync_worker.go:1041] Running sync for clusteroperator "machine-api" (243 of 959)
2026-01-28T09:43:39.607462394Z I0128 09:43:39.607445       1 sync_worker.go:1056] Done syncing for clusteroperator "machine-api" (243 of 959)
2026-01-28T09:43:39.607502296Z I0128 09:43:39.607492       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.607533077Z I0128 09:43:39.607519       1 sync_worker.go:1041] Running sync for machinehealthcheck "openshift-machine-api/machine-api-termination-handler" (244 of 959)
2026-01-28T09:43:39.630615488Z I0128 09:43:39.630580       1 sync_worker.go:1056] Done syncing for configmap "openshift-console-operator/telemetry-config" (612 of 959)
2026-01-28T09:43:39.630615488Z I0128 09:43:39.630602       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.630646399Z I0128 09:43:39.630626       1 sync_worker.go:1041] Running sync for serviceaccount "openshift-console-operator/console-operator" (613 of 959)
2026-01-28T09:43:39.657740239Z I0128 09:43:39.657709       1 sync_worker.go:1056] Done syncing for machinehealthcheck "openshift-machine-api/machine-api-termination-handler" (244 of 959)
2026-01-28T09:43:39.681152957Z I0128 09:43:39.681106       1 sync_worker.go:1056] Done syncing for serviceaccount "openshift-console-operator/console-operator" (613 of 959)
2026-01-28T09:43:39.681152957Z I0128 09:43:39.681144       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.681185208Z I0128 09:43:39.681152       1 sync_worker.go:1041] Running sync for serviceaccount "openshift-console/console" (614 of 959)
2026-01-28T09:43:39.705104880Z I0128 09:43:39.705060       1 sync_worker.go:1056] Done syncing for serviceaccount "openshift-console/console" (614 of 959)
2026-01-28T09:43:39.705104880Z I0128 09:43:39.705089       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.705104880Z I0128 09:43:39.705095       1 sync_worker.go:1041] Running sync for configmap "openshift-console-operator/trusted-ca" (615 of 959)
2026-01-28T09:43:39.736446792Z I0128 09:43:39.736411       1 sync_worker.go:1056] Done syncing for configmap "openshift-console-operator/trusted-ca" (615 of 959)
2026-01-28T09:43:39.736446792Z I0128 09:43:39.736434       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.736446792Z I0128 09:43:39.736440       1 sync_worker.go:1041] Running sync for consoleclidownload "helm-download-links" (616 of 959)
2026-01-28T09:43:39.757886681Z I0128 09:43:39.757848       1 sync_worker.go:1056] Done syncing for consoleclidownload "helm-download-links" (616 of 959)
2026-01-28T09:43:39.757886681Z I0128 09:43:39.757870       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.757886681Z I0128 09:43:39.757876       1 sync_worker.go:1041] Running sync for consoleclidownload "netobserv" (617 of 959)
2026-01-28T09:43:39.783280447Z I0128 09:43:39.783249       1 sync_worker.go:1056] Done syncing for consoleclidownload "netobserv" (617 of 959)
2026-01-28T09:43:39.783280447Z I0128 09:43:39.783274       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.783309608Z I0128 09:43:39.783280       1 sync_worker.go:1041] Running sync for deployment "openshift-console-operator/console-operator" (618 of 959)
2026-01-28T09:43:39.833824116Z I0128 09:43:39.833774       1 sync_worker.go:1056] Done syncing for deployment "openshift-console-operator/console-operator" (618 of 959)
2026-01-28T09:43:39.833824116Z I0128 09:43:39.833800       1 sync_worker.go:745] Dropping status report from earlier in sync loop
2026-01-28T09:43:39.833824116Z I0128 09:43:39.833806       1 sync_worker.go:1041] Running sync for customresourcedefinition "consoleplugins.console.openshift.io" (619 of 959)
2026-01-28T09:43:39.857433943Z I0128 09:43:39.857403       1 sync_worker.go:1056] Done syncing for customresourcedefinition "consoleplugins.console.openshift.io" (619 of 959)
2026-01-28T09:43:39.857433943Z I0128 09:43:39.857427       1 sync_worker.go:1041] Running sync for clusteroperator "console" (620 of 959)
2026-01-28T09:43:39.857591111Z E0128 09:43:39.857571       1 task.go:128] "Unhandled Error" err="error running apply for clusteroperator \"console\" (620 of 959): Cluster operator console is not available" logger="UnhandledError"
2026-01-28T09:43:39.858733348Z I0128 09:43:39.858713       1 task_graph.go:494] Worker 86: Received cancel signal while waiting for work
2026-01-28T09:43:39.858784940Z I0128 09:43:39.858764       1 task_graph.go:494] Worker 14: Received cancel signal while waiting for work
2026-01-28T09:43:39.858833102Z I0128 09:43:39.858819       1 task_graph.go:494] Worker 4: Received cancel signal while waiting for work
2026-01-28T09:43:39.858865114Z I0128 09:43:39.858849       1 task_graph.go:494] Worker 11: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858714       1 task_graph.go:494] Worker 82: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858821       1 task_graph.go:494] Worker 72: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858729       1 task_graph.go:494] Worker 45: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858734       1 task_graph.go:494] Worker 23: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858739       1 task_graph.go:494] Worker 43: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858744       1 task_graph.go:494] Worker 52: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858748       1 task_graph.go:494] Worker 20: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858748       1 task_graph.go:494] Worker 65: Received cancel signal while waiting for work
2026-01-28T09:43:39.858917057Z I0128 09:43:39.858752       1 task_graph.go:494] Worker 6: Received cancel signal while waiting for work
2026-01-28T09:43:39.858936648Z I0128 09:43:39.858751       1 task_graph.go:494] Worker 68: Received cancel signal while waiting for work
2026-01-28T09:43:39.858936648Z I0128 09:43:39.858754       1 task_graph.go:494] Worker 42: Received cancel signal while waiting for work
2026-01-28T09:43:39.858936648Z I0128 09:43:39.858756       1 task_graph.go:494] Worker 40: Received cancel signal while waiting for work
2026-01-28T09:43:39.858936648Z I0128 09:43:39.858756       1 task_graph.go:494] Worker 61: Received cancel signal while waiting for work
2026-01-28T09:43:39.858936648Z I0128 09:43:39.858760       1 task_graph.go:494] Worker 22: Received cancel signal while waiting for work
